Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly
8,Samantha Cooper,Kevin Erickson,90,Male,Adam Burnett,John Hall,77,Jodi Williams,Savings,10.786342947045677,Felicia Henry,Kelli Mccoy,52,Pamela Cruz,Craig Foster,81.48338307719207,37.765742301360646,39,60,99.52095544614998,Home,89.1306416997109,36,Kendra Mcdonald,Timothy Gutierrez,72,Debit,65.82092506185971,45.593705685009326,16.12906362815534,Marcus Dunn,Kayla Jones,62,87,Leah Shaw,Suggestion,Resolved,Elizabeth Torres,93
16,Tyler Thomas,Stephen Harris,25,Male,Jason Wallace,Brandon Johnson,90,Lisa Ellis,Savings,66.72254517616297,Sydney Blair,Amy Miranda,53,Lisa Jones,Christopher Walker,27.801396986166655,18.948655333148288,35,65,55.018827664297056,Home,48.18794202869526,54,Christopher Wilson,Ashley Miller,42,Credit,15.91966736909987,79.02490911836567,93.42199540610098,Kristin Wells,Traci Murphy,88,80,Nicholas Jensen,Suggestion,Resolved,Carol Morales,23
35,Allison Wright,Marissa Snyder,71,Male,Shannon Harrell,Brad Gonzalez,52,Mark Cole,Current,25.717322471438624,Faith Morrison,Thomas Smith,83,Emily Mcgee,Lisa Nicholson,38.74798755316492,33.111924209681355,30,46,74.45650883938693,Home,45.753443629089375,46,Ashley Rios,Julia Robles,45,Debit,80.8530579163524,64.3947877757648,69.04670691418951,Vanessa Torres,Caleb Mccormick,39,78,Joseph Griffith,Praise,Rejected,Stephanie Martinez,36
10,Daniel Valenzuela,Emily Adams,75,Female,Jason Oconnor,Michael Pacheco,86,Jason Nelson,Credit,21.52649203539796,Joseph Harris,Kathryn Johnson,89,Stacy Rodriguez,Alisha Silva,6.966243511833394,53.158204389310974,26,78,72.72159108906679,Car,86.23208827867242,89,Sara Williams,Rachel Aguilar,13,Debit,21.279190205985575,18.526251469573843,70.18665448797256,Parker Webster,Jason Moody,26,21,Tyler Vargas,Suggestion,Rejected,William Hart,53
81,Billy Smith,Jason Phillips,66,Female,Karen Gonzalez,Jeffrey Brock,15,Tyler Tran,Current,36.03301306665364,Jacob Smith,Jorge Moore,17,Mrs. Amy Jones,Jacob Reyes,44.95811055804087,49.83309545380244,27,58,44.85910367074647,Personal,94.54159636495291,89,Rachael Fox,Alexander Johnson,51,Credit,58.063943356481396,63.95564219002353,83.69775661249979,Robert Ramsey,Jacob Cisneros,50,78,Eric Cortez,Complaint,Rejected,Randy Foster,9
67,Tanya Johnson,Brittany Cervantes,12,Male,Sally Sosa,Sandra Lee,48,Kimberly Bender,Current,90.61932508866505,Carla Alvarez,Gina Davies,18,Alison Francis,Kevin Cole,30.918358224086695,27.67220659732583,77,60,94.23559279461335,Personal,42.10735193847587,57,Nicole Bartlett,Brittany Neal,97,Credit,13.919584255783672,38.45332176761366,21.084204037596905,Nicole Nelson,Linda Long,16,64,Jennifer Barnes,Praise,Pending,Rodney Todd,56
56,Joshua Valenzuela,Michael King,27,Male,Matthew Moore,David Burgess,22,Todd Wilkins,Savings,3.2818386481880384,Lauren Banks,Christopher Moore,23,Harry Bennett,Jennifer Ferguson,9.17181114237615,48.23632877239271,81,45,84.86776620794278,Car,80.77173856820943,53,Brett Rodriguez,Amy Duncan,72,Debit,64.19062696942562,61.3576893629995,25.168910532254316,Jeremy Horton,Heather Howell,32,79,Rebekah Kim DDS,Praise,Resolved,Donna Morrow,22
65,Scott Dudley,Jennifer Miller,8,Female,John Tate DDS,Melissa Smith,55,Teresa Ross,Current,16.32476283853466,Kimberly Taylor,Randy Hart,91,Ricky Roman,Chelsea Knight,28.97882433170999,5.672752387166032,10,60,1.0379180014673213,Home,64.37506328056494,42,Mary Chen,Miss Peggy Martin,62,Debit,49.38441450144054,5.8689863704487655,12.077978526669249,Dale Barnes,Hector Berry,28,98,Shelly Thompson,Praise,Pending,Kelly Branch,69
23,Karen Graham,Michael Bailey,71,Other,Joshua Lee,Michele Villanueva,49,Stephanie Payne,Credit,8.225227961533788,Thomas Brown,Michelle Higgins,20,Jennifer Cooper,Richard Mccarthy,77.19547571774272,87.75036145804121,14,38,26.65496009962679,Home,99.83531660176813,85,Patrick Simmons,James Jensen,68,Gold,93.03236653235054,31.341949483659644,4.20668466914975,Jessica Myers,Angel Byrd,88,28,Cassie Joseph,Suggestion,Pending,Laura Holt,97
32,Ana Tran,Kathryn Ibarra,71,Other,Darlene Medina,Robert Williams,92,Danielle Crane,Credit,73.94122611225433,Denise Anderson,James Kim,19,Tamara Casey,Andrew Mccoy,18.679313176716768,80.36317157665428,99,1,69.2011644104065,Car,49.65489772430138,14,Lisa Allen,John Moss,7,Debit,5.039922888622603,91.39107583295538,18.883899672609925,Erika Harmon,Marcus Moore,29,82,Debra Bryant,Complaint,Pending,Traci Farley,12
55,Timothy Malone,Daniel Alexander,80,Female,Tamara Hill,Brandon Mendoza,39,Benjamin Hart,Savings,53.98797196082664,Sarah Hill,Beth Rollins,70,Jermaine Carter,Cory Wiley,33.61143794030546,49.91759357551866,45,51,39.8948557814083,Home,81.45612812534534,34,Alicia Owens,Jennifer Obrien,48,Debit,13.548249458497777,87.35160336127962,96.54455033849302,Joshua Oneill,Colleen Wright,78,12,Joel Patterson,Praise,Resolved,Jamie Sanford,78
54,James Marsh,Monique Ramirez,99,Female,Karen Lewis PhD,Tamara Oneal,37,Natalie Taylor,Credit,41.931719129293846,Dana Arroyo,Kimberly Smith,83,Rodney Olson,Roberta Miller,58.508875878175786,66.28236122852356,25,56,86.65749145306076,Car,84.95496058070057,50,Jasmine Skinner,John Martin,75,Debit,96.92279670257672,62.424679906144334,93.26658673069369,Gerald Stewart,Jason Russell,11,53,Madison Wolfe,Suggestion,Rejected,Amber Graves,29
29,Crystal Moore,Sarah White,98,Male,Richard Jenkins,Scott Aguirre,99,Brian Perez,Credit,64.21564396300053,Robert Booker,Chloe Hunt,57,George Nguyen,Jennifer Mathis,65.26142083478615,75.81704015849236,21,8,10.983692821758437,Home,1.416297913517067,81,Kristina Harris,Mark Duncan,15,Credit,64.7633634360215,74.97363602412383,66.44191101846236,Allen Collins,Lori Malone,54,53,Anna White,Suggestion,Resolved,Tracey Bryant,68
57,Kenneth Perez,Carlos Moyer,16,Male,Erin Blair,Amanda Stewart MD,28,Michael Thompson,Current,65.9758631877541,Tina Parks,Carrie Thomas,11,Steven Dixon,William Lawrence,41.45715986862007,51.22661943021683,90,9,98.54913331620247,Home,95.69283089090088,22,Melissa Bautista,Brian Sanchez,34,Credit,78.39376508237454,53.72391997725137,72.15043362710824,Samantha Grimes,Thomas Haynes,33,58,Karen Terrell,Praise,Pending,Stacey Hansen,67
60,John Alexander,Emily Hess,39,Other,Jennifer Diaz,Susan Howard,70,Scott Patel,Current,68.0088559151996,James Peterson,Robert Rivas,26,Jodi Reeves,Howard Zamora,18.182273918119357,76.04078985942492,44,2,95.421831691463,Personal,92.01222050467089,26,Sarah Kim,Erica Hopkins,58,Credit,84.14036293504347,38.52867029909462,20.839955153356765,Paul Winters,Sonya Smith,71,88,Miranda Wong,Suggestion,Pending,Kenneth Weber,25
33,Michael Porter,Deborah Garza,68,Male,Julie Wilson,Elizabeth Campbell,23,Rachel Cunningham,Credit,1.9380268564490075,Jennifer Munoz,Louis Gill,63,Jennifer Jordan,Jonathan Chavez,57.272683988392366,1.1256384225631897,30,36,9.692949046141488,Personal,51.589711117208694,45,Amanda Fox DVM,Heather Wagner,5,Debit,90.33589263278834,19.870724388768622,69.8868837403181,Tammy Owen,Anne Hall,7,80,Eugene Walker,Complaint,Resolved,Ryan Boyd,89
35,James Kelly,Pam Davis,76,Male,Linda Cooper,Edward Guzman,65,Matthew Keller,Credit,4.423079970152285,Elizabeth Patel,Frank Weeks,59,Steven Booker,Rachel Burke MD,59.10377890482946,82.58497761343094,81,49,27.20760054850686,Car,58.06613404949862,93,Jennifer Neal,Brandy Williams,64,Debit,34.44120523052903,59.72896721171473,38.59730643157326,Monica Benton,Nicole Lewis,61,28,Michael Fernandez,Suggestion,Resolved,Amy Perkins,52
38,Jennifer Lara,Jill Patrick,40,Other,Shannon Scott,Frank Mcgrath,86,Scott Nguyen,Credit,35.47242399984583,Carlos Hawkins,Martin Morgan,53,Tony Jacobson,Rachael Newton DDS,30.944544403985265,16.94808052322258,25,75,38.437352933920316,Home,55.683740594673964,33,Sergio Lowery,Brandon Davis,93,Debit,23.406761131734484,62.53079775997712,21.34581489579759,Rhonda Chavez,Kelly Ramos,86,69,Brandon Osborne,Suggestion,Resolved,Lisa Boyer,21
17,Thomas Bryant,Jay Alvarado,48,Other,April Gonzalez,April Barber,36,Christina Allison,Credit,10.431636784525661,Adam Fox,William Williams,33,Brenda Bishop,Stephen Curry,25.23365514844595,94.37721226974833,34,24,41.79868424597265,Personal,7.838612988223174,45,Debbie Moore,Cindy Ballard,89,Gold,77.11529898631706,74.6243546300683,14.420490400719311,David Jones,Kristin Pineda,84,81,Elizabeth Chambers,Suggestion,Pending,Pamela Ruiz,16
69,Rebecca Garcia,Maria Hopkins,92,Female,Jeffrey Foley,Michele Cummings,77,Kelli Farmer,Savings,35.56690409420556,Andrea Lopez,Bonnie Mcdowell,27,Brandi Lopez,Karen Cochran,69.44546267973554,65.72240751963622,52,40,98.63422395272993,Home,26.954606304529733,38,Jessica Lopez,Richard Mccoy,14,Credit,39.51502349911135,12.907644760013586,73.6723339679372,Ashley Jones,Carlos Reed,6,47,Michelle Gonzalez,Complaint,Pending,Carolyn Baker,70
83,Carrie Hull,Andrea Mcconnell,44,Female,Pamela Powell,Carla Wilson,99,Angela Watson,Current,31.187774225304604,Kayla Lowery,James Olson,12,Michelle Morgan,Eric Haney MD,77.05684803157871,57.527780235158076,22,23,17.116378780109624,Personal,56.154068150570126,1,Anna Benson,Adrian Rodriguez,69,Credit,61.043574496019275,95.74620383544625,71.0831829136616,Timothy Gill,Jessica Ortega,22,44,Dwayne Dodson,Suggestion,Rejected,Kathleen Taylor,43
37,Hunter Robertson,Michael Leonard,33,Other,James Hayes,Benjamin Miller,77,Dr. Cathy Williams,Savings,87.86622854274526,Donald Williams,Jeffrey Rivas,42,Jacob Fowler,Michael Castillo,75.20364894943219,93.51470631440492,78,10,67.60429433572794,Car,98.25547734875511,32,Michael Wallace,Patricia Cruz,10,Gold,55.901649945437875,29.48774597198961,66.85954241788967,Erik Watson,Samantha Hill,54,15,Michael Mcmahon,Praise,Rejected,Donald Adams,6
29,Christian Sellers,Veronica Perez,1,Male,Steven Newman,Kristen Murphy,46,Paul Fuller,Current,84.9139140598738,Elizabeth Davidson,Angela Hopkins,60,Amy Williams,Wendy Sharp,20.116521605643293,27.890647745849403,53,87,72.4512524986344,Car,50.22450657268589,70,Tiffany Washington,Leah Johnson,53,Credit,43.24965885974605,61.2239926755281,23.07263563023559,Michael Hill,Michelle Jordan,6,52,Nicole Turner,Praise,Resolved,Brandi Thompson,2
75,Marcus Zimmerman,Victoria Wells,10,Other,Anthony Cooper DVM,Adrienne Schwartz,68,Christopher Miller,Credit,72.81345174109988,Janice Brown,Samantha Benson,90,Stephanie Robinson,Margaret Mitchell,70.92833214446323,56.70895182992233,54,76,61.744507221636326,Personal,41.67052278083918,2,Rachael Williams,Ryan Cobb,53,Credit,35.297996044718175,35.762607999943185,19.613731602909848,Mark Davis,Walter Reilly,29,16,Angela Saunders,Suggestion,Resolved,John Foley,11
50,Nathaniel Brown,Rachel Sanchez,45,Other,Michael Chavez,Crystal Craig,79,Timothy Mckinney,Savings,80.04845875757418,Rachel Brandt,Daniel Hendricks,94,Karen Price,Kayla Wong,34.712172570641016,58.615565655987275,53,74,3.7557422833383503,Home,23.548065554987648,42,Crystal Owens,Jeffrey Greene,2,Credit,99.09889063080179,42.379441937464755,77.32044644615624,Jason Moses,Jonathan Joseph,51,89,John White,Suggestion,Pending,Rodney Dennis,9
69,Brooke Howell,Elizabeth Rodriguez,11,Male,Randy Casey,Marie Brown,94,Adam Hale,Credit,13.368893376441065,Matthew Duffy,Lauren Campbell,49,William Ford,Taylor Henderson,17.74594250804878,38.93902046093122,99,62,78.49340642340533,Car,88.34276019309975,89,Jessica Spencer,Jennifer Smith,69,Debit,7.670390238563414,98.62181281435979,64.66081941235221,Lisa Jones,David Mcdowell,12,43,Shannon Long,Praise,Resolved,Raymond Jones,13
42,Christian Ruiz,Michael Frederick,32,Other,Melissa Caldwell,Dustin Cruz,21,Dustin Edwards,Current,36.514059019108906,Tim Mitchell,Michael Chambers,76,Shawn Cummings,Chad Armstrong,58.27204637808496,20.793962662104125,36,92,81.8389287005147,Home,84.87716397697882,22,Matthew Cooper,Victoria Davis,29,Debit,60.884814377465325,5.865252970216428,72.35207619290706,Samantha Boyd,Cassandra Campbell,44,5,Michelle Hood,Praise,Rejected,Jordan Watson,9
85,Seth Flores,Christina Jones,23,Other,Edward Lewis,Joshua Carr,77,Roger Decker,Credit,25.31054850951077,Samantha Taylor,Amy Fischer,16,Kevin Williams,Charles Jensen,83.83760167656864,85.34053094465645,84,63,94.50208842725907,Personal,57.16611420111987,56,Victoria Edwards,Mark Hale,70,Credit,46.31005044510521,97.85505513023378,13.455551902413792,Kayla Crawford,Timothy Allison,98,63,Charles Jones,Praise,Pending,Matthew Murphy,47
56,Bonnie Skinner,Whitney Hall,53,Other,Frank Harvey,Robert Beasley,7,Joshua Gonzalez,Credit,24.190689520320085,Timothy Gould DDS,Larry Estrada,89,Michael Watts,Dr. Elizabeth Hunter,90.87163019028154,74.09408292186907,70,73,46.83266151876468,Car,69.53535369517351,11,Mary Jenkins,Christopher Park,9,Gold,15.55097159065448,26.553604761966596,70.95018202622609,Diana White,Regina Lin,41,70,Ronnie Strong,Suggestion,Rejected,Carolyn Little,25
56,Breanna Deleon,Daryl Randall,21,Male,Amanda Strickland,Elizabeth Braun,39,Barbara Morrison,Savings,60.3676013467147,Jordan Avery,Paula Bowen,77,Wendy Sullivan,Nathaniel Hayes,69.36135497350641,17.466401887570857,91,72,88.85596547058358,Personal,16.21238499478944,15,Stephanie Fields,Crystal Key,65,Credit,21.69278495217351,27.30554120204234,51.784481028937975,Allen Nguyen,Edward Carter,55,95,Mary Andrade,Suggestion,Rejected,Elizabeth Cook,23
98,Matthew Miller,Kevin Callahan,7,Male,John Bailey,Isabel Cole,43,Tiffany Burton,Credit,3.780238990375992,Kathleen Brown,James Fitzpatrick,20,Jessica Huff,Brian Ross,89.20844583002088,15.259135249243577,31,57,41.44265248733411,Personal,55.822265763977825,58,Joshua Herrera,Michael Mack,33,Gold,95.9514642229496,17.071238771179797,62.000486073492446,Russell Scott,Patrick Johnson,46,28,Yesenia Freeman,Suggestion,Rejected,Lauren Simmons,22
27,Jennifer Washington,Karen Gray,39,Other,Andrew Beard,Daniel Munoz,92,Dylan Lee,Credit,5.073424705263462,Robert Young,Philip Fox,70,Tiffany Hoover,Darlene Bell,87.09827105273025,23.307570475960848,36,77,16.63247486451569,Home,95.14815211472407,73,Brian Jones,Mary Glenn,85,Credit,85.0109362539382,81.16253425802618,70.00469569399166,John Anderson,Breanna Johnson,58,14,Nicole Barrett,Complaint,Pending,Alexandra Hall,72
34,Stephanie Thomas,Lucas Kaiser,64,Female,Samantha Allen,Charles Baldwin,98,Nina Lucas,Current,39.42125271746243,Nathan Johnson,Anthony Chavez,58,Brian Smith,Kenneth Bailey,83.75867845513926,60.79789848760909,85,42,68.10696821422734,Home,36.389620166062805,21,Douglas Houston,Stacy Santana,37,Debit,19.893225912097233,20.825553642855123,48.23746956538702,Lisa Hernandez,Briana Vazquez,47,70,Jenny Barry,Complaint,Pending,Travis James,8
75,Riley Soto,Deborah Young,62,Female,Matthew Roy,Denise Henry,30,Melinda Love,Credit,8.855145753554375,Victor Gonzalez,Christopher Bush,37,Lori Johnson,Allison Boone,11.41944209931029,93.75620389147362,36,64,89.16245522878035,Personal,26.64747943607568,21,Derrick Morgan,Samantha Jensen,48,Credit,37.3004412918897,69.78605486194222,42.87534843342884,Glen Jennings,Michael Fleming,41,7,Sherry Washington,Complaint,Pending,Kathleen Lang,57
55,Brandi Dunn,Heather Cox,72,Female,Geoffrey Aguirre,Karen Davis,30,Christy Gray,Savings,48.17937959260744,Christopher Valdez DVM,Melody Moore,52,Ruben Patrick,Michael Shaw,56.70662806224241,17.588844086257748,39,21,52.47947669355174,Personal,70.4501597289761,19,Donna Fields,Amy Cummings,23,Debit,79.69667455299593,54.97083224872042,97.27964579064091,James Diaz,Colin Erickson,85,28,James Walters,Suggestion,Resolved,Isaac Kelley,29
87,Edward Medina,Maria Alvarado,2,Other,Benjamin Simon,Tammy Rodriguez,30,Derek Cross,Current,80.17717406670059,Autumn Sullivan,Ronald Bentley,70,Jill Johnson,Michael Fox,20.310007022329444,7.944840596641907,20,58,27.828621194137025,Car,11.62286691722581,10,Angela Moore,Paul Shaw,9,Gold,69.58217770318835,97.10559579041266,16.240239378128116,Emily Taylor,Gavin Hunter,95,94,Matthew Johnson,Complaint,Rejected,Rebecca Fisher,69
41,Timothy Lambert,Adam Reese,13,Male,Philip Hendricks,Jodi Price,70,Dustin Washington,Credit,61.39445007964002,Dustin Vargas,Michele Jordan,65,Christopher Wright,Ian Mills,16.560832313919704,75.96707065723152,78,53,30.121624651721028,Home,32.52471318162079,12,Michael Coleman,Cynthia Wright,69,Credit,57.138680596461114,82.0117290942539,74.70639187905577,Natasha Dyer,Peter White,6,77,Matthew Ritter,Praise,Pending,Robert Duke,60
27,Katelyn Lee,Elaine Clayton,14,Other,Eugene Roy,Heather Dennis,25,Janet Torres,Credit,29.953542667528012,Cassandra Orr,Benjamin Mckay,75,Patricia Jackson,Miguel Christensen,50.551455646441816,78.22101631491961,20,77,90.46404280866166,Car,22.135609060055334,70,Amber Allen,Amanda Hall,96,Gold,2.658891586717299,80.07236610829538,57.177874813978185,Joseph Green,Connor Galvan,77,52,Harry Love,Praise,Resolved,Ashley Gibson,56
43,Katherine Hall,Leroy Brown,96,Other,Ashley Graham,Holly Dunn,77,Tamara Dunn,Savings,27.591306347148247,Maria Carter,Katelyn Morales,37,Joshua Turner,George James,73.08179057885725,56.63813767098821,1,52,52.492893537318366,Car,74.64091677900878,68,Tiffany Elliott,Christina Scott,76,Credit,68.12368661818532,11.211702282138422,97.68176776609728,Elizabeth Jones,Misty Williams,37,83,Tara Mullen,Suggestion,Pending,Joshua Brown,8
7,Claudia Kelly,Christopher Malone,79,Male,David Washington,Rachel Chavez,1,Stacy Pena,Current,56.17935670596247,Susan Smith,Victoria Potter,1,Mark Nguyen,Brian Bailey,47.76877745290209,68.42612408864564,98,99,6.93740791477119,Personal,48.822636055095565,66,David Martin,Amy Rivers,67,Debit,8.057004199916943,8.132502767734847,58.87894657247703,Kimberly Anderson,Shawn Porter,88,21,Kelly Conley,Suggestion,Rejected,Nathan Smith,80
58,Jacqueline Ward,Crystal Murphy MD,2,Other,Amanda Pierce,Gary Villa,6,Timothy Perez,Current,45.0507724195827,Chad Bradley,Kelly Hayes,10,Connie Reese,Regina Johnson,48.38439399138515,42.908466278425806,14,95,79.39848614954917,Personal,63.422031240299816,22,Richard Howard,Madison Jones,26,Debit,91.24380909898221,86.58815119640488,53.80119675419742,Amy Pitts,Benjamin Watts,88,55,Pamela York,Praise,Pending,Mark Stevens,3
19,Kimberly Miller,Lauren Dickson,61,Female,Annette Gray,Peter Strickland,91,Lynn Clark,Savings,65.45669731912702,Kimberly Shepherd,Todd Cox,32,Tina Mcfarland,Luis Gibson,84.6697706194366,36.72503906367867,77,33,80.86854422026423,Personal,98.04252043508144,91,Charles Phillips,Cody Thomas,5,Debit,32.76273471459434,16.329429962994606,38.80083407286841,Mark Sherman,Diana Griffin,14,23,Richard Jackson,Complaint,Resolved,Erica Rangel MD,34
52,James Pham,Jennifer Garcia,19,Female,Alicia Brown,Heather Miles,78,Joe Ray,Current,25.24398061763634,Patricia Dorsey,Donna Rowe,15,Michael Daniels,Taylor Jones,36.11535405399964,70.0800692596148,21,51,34.06862903598844,Home,85.82322961749325,52,Tasha Charles,Angel Collins,37,Debit,22.48917267432122,17.996802034596172,3.015112287683489,Peter Blankenship,Leslie Benitez,91,90,Renee Turner,Complaint,Resolved,Tyler Clark,35
42,Shelly Bowers,Mary Jordan,91,Male,Francisco Anderson,Timothy Cunningham,38,Hannah Reynolds,Current,59.32592267666935,Michele Fisher,Kevin Nelson,24,Matthew Rice,Richard Roberts Jr.,39.96463823241186,91.6589118224816,72,16,84.81617714846298,Personal,27.400899601895215,97,Daniel Mcintosh,Martin Miller,18,Credit,13.711699430706199,99.9673505094524,30.876782789974285,Ethan Shea,Matthew Johnson,93,68,Dakota Guerrero,Praise,Rejected,Roger Fisher,14
13,Thomas Manning,Jenna Strong,28,Male,Bradley Rice,Anne Poole,99,Robert Morrow,Savings,79.31369508138239,Stephen Mccall,Jennifer Holt,59,Katrina Hill,Sonya Wilkinson,79.21971931517437,81.39730822046299,64,72,73.37017552069665,Car,57.18815552011932,21,Andrew Valenzuela,William Johnson,88,Gold,37.12643097676542,81.66826003258063,84.63619170541972,Paul Ayala,Tracy Martinez,64,30,Jennifer Moreno,Praise,Resolved,Monica Garcia,3
53,Priscilla Wilson,Kayla Ortiz,53,Male,Shannon Sparks,Gerald Pena DDS,11,Tara Morris,Current,77.09987098835553,Ryan Horton,Nicole Glover,87,Wendy Swanson,Christine Irwin,62.03255150871012,59.91612326915586,48,26,82.21061874645899,Personal,39.99234400537444,16,Andrea Torres,Raymond Chavez,79,Debit,96.92185530364146,98.32055572718828,85.12493008965532,Anna Johnson,Timothy Charles,24,75,Sean Butler,Complaint,Rejected,Steven Middleton,87
18,Kelly Holloway,Glenn Norris,38,Female,Tiffany Griffith,Catherine Freeman,40,Scott Collins,Current,32.056099511858896,Nicholas Robinson,Kristin Cardenas,47,Terry Small,James Mckinney,2.160253802208625,80.44159582850565,9,40,90.52932994540329,Car,33.359000951727225,3,Carla Pearson,Melissa Bell,72,Gold,23.807528902899413,80.71528726208398,4.112011558302103,Anthony Quinn,Isaiah Taylor,92,77,James Gutierrez,Suggestion,Rejected,Daniel Miller,91
